sale_id,customer_id,product_id,sale_date,quantity,unit_price,total_amount,region
448675,5,105,2025-07-05T00:00:00,2,350,700,Europe
448679,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448682,4,102,2025-07-04T00:00:00,1,900,900,North America
448685,2,103,2025-07-02T00:00:00,1,200,200,North America
448688,5,105,2025-07-05T00:00:00,2,350,700,Europe
448691,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448694,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448697,4,102,2025-07-04T00:00:00,1,900,900,North America
448701,4,102,2025-07-04T00:00:00,1,900,900,North America
448704,2,103,2025-07-02T00:00:00,1,200,200,North America
448707,5,105,2025-07-05T00:00:00,2,350,700,Europe
448710,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448713,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448716,4,102,2025-07-04T00:00:00,1,900,900,North America
448720,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448723,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448726,4,102,2025-07-04T00:00:00,1,900,900,North America
448729,2,103,2025-07-02T00:00:00,1,200,200,North America
448732,5,105,2025-07-05T00:00:00,2,350,700,Europe
448735,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448739,2,103,2025-07-02T00:00:00,1,200,200,North America
448742,5,105,2025-07-05T00:00:00,2,350,700,Europe
448745,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448748,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448751,4,102,2025-07-04T00:00:00,1,900,900,North America
448754,2,103,2025-07-02T00:00:00,1,200,200,North America
448758,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448761,4,102,2025-07-04T00:00:00,1,900,900,North America
448764,2,103,2025-07-02T00:00:00,1,200,200,North America
448767,5,105,2025-07-05T00:00:00,2,350,700,Europe
448770,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448774,2,103,2025-07-02T00:00:00,1,200,200,North America
448777,5,105,2025-07-05T00:00:00,2,350,700,Europe
448780,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448783,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448786,4,102,2025-07-04T00:00:00,1,900,900,North America
448789,2,103,2025-07-02T00:00:00,1,200,200,North America
448792,5,105,2025-07-05T00:00:00,2,350,700,Europe
448796,4,102,2025-07-04T00:00:00,1,900,900,North America
448797,5,105,2025-07-05T00:00:00,2,350,700,Europe
448798,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448799,2,103,2025-07-02T00:00:00,1,200,200,North America
448800,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448801,4,102,2025-07-04T00:00:00,1,900,900,North America
448802,5,105,2025-07-05T00:00:00,2,350,700,Europe
448803,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448804,2,103,2025-07-02T00:00:00,1,200,200,North America
448805,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448806,4,102,2025-07-04T00:00:00,1,900,900,North America
448807,5,105,2025-07-05T00:00:00,2,350,700,Europe
448810,4,102,2025-07-04T00:00:00,1,900,900,North America
448813,2,103,2025-07-02T00:00:00,1,200,200,North America
448816,5,105,2025-07-05T00:00:00,2,350,700,Europe
448819,2,103,2025-07-02T00:00:00,1,200,200,North America
448822,5,105,2025-07-05T00:00:00,2,350,700,Europe
448825,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448829,2,103,2025-07-02T00:00:00,1,200,200,North America
448832,5,105,2025-07-05T00:00:00,2,350,700,Europe
448835,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448838,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448841,4,102,2025-07-04T00:00:00,1,900,900,North America
448845,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448848,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448851,5,105,2025-07-05T00:00:00,2,350,700,Europe
448854,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448857,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448860,4,102,2025-07-04T00:00:00,1,900,900,North America
448864,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448867,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448870,4,102,2025-07-04T00:00:00,1,900,900,North America
448873,2,103,2025-07-02T00:00:00,1,200,200,North America
448876,5,105,2025-07-05T00:00:00,2,350,700,Europe
448879,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448883,2,103,2025-07-02T00:00:00,1,200,200,North America
448886,5,105,2025-07-05T00:00:00,2,350,700,Europe
448889,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448892,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448895,4,102,2025-07-04T00:00:00,1,900,900,North America
448898,2,103,2025-07-02T00:00:00,1,200,200,North America
448902,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448905,4,102,2025-07-04T00:00:00,1,900,900,North America
448908,2,103,2025-07-02T00:00:00,1,200,200,North America
448911,5,105,2025-07-05T00:00:00,2,350,700,Europe
448914,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448918,2,103,2025-07-02T00:00:00,1,200,200,North America
448921,5,105,2025-07-05T00:00:00,2,350,700,Europe
448924,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448927,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448930,4,102,2025-07-04T00:00:00,1,900,900,North America
448933,2,103,2025-07-02T00:00:00,1,200,200,North America
448936,5,105,2025-07-05T00:00:00,2,350,700,Europe
448939,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448943,2,103,2025-07-02T00:00:00,1,200,200,North America
448946,5,105,2025-07-05T00:00:00,2,350,700,Europe
448949,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448952,1,101,2025-07-01T00:00:00,2,1200,2400,North America
448955,4,102,2025-07-04T00:00:00,1,900,900,North America
448959,3,104,2025-07-03T00:00:00,3,50,150,Latin America
448962,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449128,4,102,2025-07-04T00:00:00,1,900,900,North America
449129,5,105,2025-07-05T00:00:00,2,350,700,Europe
449130,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449131,2,103,2025-07-02T00:00:00,1,200,200,North America
449132,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449133,4,102,2025-07-04T00:00:00,1,900,900,North America
449134,5,105,2025-07-05T00:00:00,2,350,700,Europe
449135,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449136,2,103,2025-07-02T00:00:00,1,200,200,North America
449137,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449138,4,102,2025-07-04T00:00:00,1,900,900,North America
449140,4,102,2025-07-04T00:00:00,1,900,900,North America
449143,5,105,2025-07-05T00:00:00,2,350,700,Europe
449146,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449149,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449152,4,102,2025-07-04T00:00:00,1,900,900,North America
449156,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449159,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449162,4,102,2025-07-04T00:00:00,1,900,900,North America
449165,2,103,2025-07-02T00:00:00,1,200,200,North America
449168,5,105,2025-07-05T00:00:00,2,350,700,Europe
449171,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449175,2,103,2025-07-02T00:00:00,1,200,200,North America
449178,5,105,2025-07-05T00:00:00,2,350,700,Europe
449181,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449184,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449187,4,102,2025-07-04T00:00:00,1,900,900,North America
449191,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449194,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449197,4,102,2025-07-04T00:00:00,1,900,900,North America
449200,2,103,2025-07-02T00:00:00,1,200,200,North America
449203,5,105,2025-07-05T00:00:00,2,350,700,Europe
449206,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449210,2,103,2025-07-02T00:00:00,1,200,200,North America
449213,5,105,2025-07-05T00:00:00,2,350,700,Europe
449216,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449219,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449222,4,102,2025-07-04T00:00:00,1,900,900,North America
449225,2,103,2025-07-02T00:00:00,1,200,200,North America
449228,4,102,2025-07-04T00:00:00,1,900,900,North America
449232,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449235,4,102,2025-07-04T00:00:00,1,900,900,North America
449238,2,103,2025-07-02T00:00:00,1,200,200,North America
449241,5,105,2025-07-05T00:00:00,2,350,700,Europe
449244,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449248,2,103,2025-07-02T00:00:00,1,200,200,North America
449251,5,105,2025-07-05T00:00:00,2,350,700,Europe
449254,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449257,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449260,4,102,2025-07-04T00:00:00,1,900,900,North America
449264,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449267,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449270,4,102,2025-07-04T00:00:00,1,900,900,North America
449273,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449276,4,102,2025-07-04T00:00:00,1,900,900,North America
449279,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449283,2,103,2025-07-02T00:00:00,1,200,200,North America
449286,5,105,2025-07-05T00:00:00,2,350,700,Europe
449289,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449292,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449293,4,102,2025-07-04T00:00:00,1,900,900,North America
449294,5,105,2025-07-05T00:00:00,2,350,700,Europe
449295,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449296,2,103,2025-07-02T00:00:00,1,200,200,North America
449297,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449298,4,102,2025-07-04T00:00:00,1,900,900,North America
449299,5,105,2025-07-05T00:00:00,2,350,700,Europe
449300,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449301,2,103,2025-07-02T00:00:00,1,200,200,North America
449302,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449303,4,102,2025-07-04T00:00:00,1,900,900,North America
449305,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449308,4,102,2025-07-04T00:00:00,1,900,900,North America
449311,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449314,4,102,2025-07-04T00:00:00,1,900,900,North America
449318,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449321,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449324,4,102,2025-07-04T00:00:00,1,900,900,North America
449327,2,103,2025-07-02T00:00:00,1,200,200,North America
449330,5,105,2025-07-05T00:00:00,2,350,700,Europe
449333,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449337,2,103,2025-07-02T00:00:00,1,200,200,North America
449340,5,105,2025-07-05T00:00:00,2,350,700,Europe
449343,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449346,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449349,4,102,2025-07-04T00:00:00,1,900,900,North America
449352,2,103,2025-07-02T00:00:00,1,200,200,North America
449356,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449359,4,102,2025-07-04T00:00:00,1,900,900,North America
449362,2,103,2025-07-02T00:00:00,1,200,200,North America
449365,5,105,2025-07-05T00:00:00,2,350,700,Europe
449368,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449371,4,102,2025-07-04T00:00:00,1,900,900,North America
449375,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449378,4,102,2025-07-04T00:00:00,1,900,900,North America
449381,2,103,2025-07-02T00:00:00,1,200,200,North America
449384,5,105,2025-07-05T00:00:00,2,350,700,Europe
449387,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449391,2,103,2025-07-02T00:00:00,1,200,200,North America
449394,5,105,2025-07-05T00:00:00,2,350,700,Europe
449397,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449400,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449403,4,102,2025-07-04T00:00:00,1,900,900,North America
449406,2,103,2025-07-02T00:00:00,1,200,200,North America
449409,5,105,2025-07-05T00:00:00,2,350,700,Europe
449413,4,102,2025-07-04T00:00:00,1,900,900,North America
449416,2,103,2025-07-02T00:00:00,1,200,200,North America
449419,5,105,2025-07-05T00:00:00,2,350,700,Europe
449422,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449425,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449428,4,102,2025-07-04T00:00:00,1,900,900,North America
449432,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449435,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449438,4,102,2025-07-04T00:00:00,1,900,900,North America
449441,2,103,2025-07-02T00:00:00,1,200,200,North America
449444,5,105,2025-07-05T00:00:00,2,350,700,Europe
449447,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449451,2,103,2025-07-02T00:00:00,1,200,200,North America
449454,5,105,2025-07-05T00:00:00,2,350,700,Europe
449457,2,103,2025-07-02T00:00:00,1,200,200,North America
449458,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449459,4,102,2025-07-04T00:00:00,1,900,900,North America
449460,5,105,2025-07-05T00:00:00,2,350,700,Europe
449461,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449462,5,105,2025-07-05T00:00:00,2,350,700,Europe
449463,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449464,2,103,2025-07-02T00:00:00,1,200,200,North America
449465,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449466,4,102,2025-07-04T00:00:00,1,900,900,North America
449467,5,105,2025-07-05T00:00:00,2,350,700,Europe
449468,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449470,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449473,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449476,4,102,2025-07-04T00:00:00,1,900,900,North America
449479,2,103,2025-07-02T00:00:00,1,200,200,North America
449483,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449486,4,102,2025-07-04T00:00:00,1,900,900,North America
449489,2,103,2025-07-02T00:00:00,1,200,200,North America
449492,5,105,2025-07-05T00:00:00,2,350,700,Europe
449495,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449499,2,103,2025-07-02T00:00:00,1,200,200,North America
449502,5,105,2025-07-05T00:00:00,2,350,700,Europe
449505,2,103,2025-07-02T00:00:00,1,200,200,North America
449508,5,105,2025-07-05T00:00:00,2,350,700,Europe
449511,4,102,2025-07-04T00:00:00,1,900,900,North America
449514,2,103,2025-07-02T00:00:00,1,200,200,North America
449517,5,105,2025-07-05T00:00:00,2,350,700,Europe
449520,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449523,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449527,2,103,2025-07-02T00:00:00,1,200,200,North America
449530,5,105,2025-07-05T00:00:00,2,350,700,Europe
449533,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449536,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449539,4,102,2025-07-04T00:00:00,1,900,900,North America
449542,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449546,2,103,2025-07-02T00:00:00,1,200,200,North America
449549,5,105,2025-07-05T00:00:00,2,350,700,Europe
449552,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449555,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449558,4,102,2025-07-04T00:00:00,1,900,900,North America
449561,2,103,2025-07-02T00:00:00,1,200,200,North America
449564,5,105,2025-07-05T00:00:00,2,350,700,Europe
449568,4,102,2025-07-04T00:00:00,1,900,900,North America
449571,2,103,2025-07-02T00:00:00,1,200,200,North America
449574,5,105,2025-07-05T00:00:00,2,350,700,Europe
449577,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449580,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449583,4,102,2025-07-04T00:00:00,1,900,900,North America
449587,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449590,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449593,4,102,2025-07-04T00:00:00,1,900,900,North America
449596,2,103,2025-07-02T00:00:00,1,200,200,North America
449599,5,105,2025-07-05T00:00:00,2,350,700,Europe
449602,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449606,2,103,2025-07-02T00:00:00,1,200,200,North America
449609,5,105,2025-07-05T00:00:00,2,350,700,Europe
449612,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449615,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449618,4,102,2025-07-04T00:00:00,1,900,900,North America
449622,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449623,4,102,2025-07-04T00:00:00,1,900,900,North America
449624,5,105,2025-07-05T00:00:00,2,350,700,Europe
449625,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449626,2,103,2025-07-02T00:00:00,1,200,200,North America
449627,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449628,4,102,2025-07-04T00:00:00,1,900,900,North America
449629,5,105,2025-07-05T00:00:00,2,350,700,Europe
449630,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449631,2,103,2025-07-02T00:00:00,1,200,200,North America
449632,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449633,4,102,2025-07-04T00:00:00,1,900,900,North America
449636,2,103,2025-07-02T00:00:00,1,200,200,North America
449639,5,105,2025-07-05T00:00:00,2,350,700,Europe
449642,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449645,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449648,4,102,2025-07-04T00:00:00,1,900,900,North America
449652,4,102,2025-07-04T00:00:00,1,900,900,North America
449655,2,103,2025-07-02T00:00:00,1,200,200,North America
449658,5,105,2025-07-05T00:00:00,2,350,700,Europe
449661,2,103,2025-07-02T00:00:00,1,200,200,North America
449664,5,105,2025-07-05T00:00:00,2,350,700,Europe
449667,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449671,2,103,2025-07-02T00:00:00,1,200,200,North America
449674,5,105,2025-07-05T00:00:00,2,350,700,Europe
449677,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449680,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449683,4,102,2025-07-04T00:00:00,1,900,900,North America
449687,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449690,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449693,5,105,2025-07-05T00:00:00,2,350,700,Europe
449696,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449699,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449702,4,102,2025-07-04T00:00:00,1,900,900,North America
449706,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449709,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449712,4,102,2025-07-04T00:00:00,1,900,900,North America
449715,2,103,2025-07-02T00:00:00,1,200,200,North America
449718,5,105,2025-07-05T00:00:00,2,350,700,Europe
449721,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449725,2,103,2025-07-02T00:00:00,1,200,200,North America
449728,5,105,2025-07-05T00:00:00,2,350,700,Europe
449731,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449734,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449737,4,102,2025-07-04T00:00:00,1,900,900,North America
449740,2,103,2025-07-02T00:00:00,1,200,200,North America
449744,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449747,4,102,2025-07-04T00:00:00,1,900,900,North America
449750,2,103,2025-07-02T00:00:00,1,200,200,North America
449753,5,105,2025-07-05T00:00:00,2,350,700,Europe
449756,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449760,2,103,2025-07-02T00:00:00,1,200,200,North America
449763,5,105,2025-07-05T00:00:00,2,350,700,Europe
449766,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449769,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449772,4,102,2025-07-04T00:00:00,1,900,900,North America
449775,2,103,2025-07-02T00:00:00,1,200,200,North America
449778,5,105,2025-07-05T00:00:00,2,350,700,Europe
449781,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449785,2,103,2025-07-02T00:00:00,1,200,200,North America
449788,5,105,2025-07-05T00:00:00,2,350,700,Europe
449789,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449790,2,103,2025-07-02T00:00:00,1,200,200,North America
449791,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449792,4,102,2025-07-04T00:00:00,1,900,900,North America
449793,5,105,2025-07-05T00:00:00,2,350,700,Europe
449794,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449795,2,103,2025-07-02T00:00:00,1,200,200,North America
449796,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449797,4,102,2025-07-04T00:00:00,1,900,900,North America
449798,5,105,2025-07-05T00:00:00,2,350,700,Europe
449799,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449801,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449804,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449807,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449810,4,102,2025-07-04T00:00:00,1,900,900,North America
449814,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449817,4,102,2025-07-04T00:00:00,1,900,900,North America
449820,5,105,2025-07-05T00:00:00,2,350,700,Europe
449823,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449826,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449829,4,102,2025-07-04T00:00:00,1,900,900,North America
449833,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449836,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449839,4,102,2025-07-04T00:00:00,1,900,900,North America
449842,2,103,2025-07-02T00:00:00,1,200,200,North America
449845,5,105,2025-07-05T00:00:00,2,350,700,Europe
449848,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449852,2,103,2025-07-02T00:00:00,1,200,200,North America
449855,5,105,2025-07-05T00:00:00,2,350,700,Europe
449858,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449861,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449864,4,102,2025-07-04T00:00:00,1,900,900,North America
449868,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449871,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449874,4,102,2025-07-04T00:00:00,1,900,900,North America
449877,2,103,2025-07-02T00:00:00,1,200,200,North America
449880,5,105,2025-07-05T00:00:00,2,350,700,Europe
449883,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449887,2,103,2025-07-02T00:00:00,1,200,200,North America
449890,5,105,2025-07-05T00:00:00,2,350,700,Europe
449893,3,104,2025-07-03T00:00:00,3,50,150,Latin America
449896,1,101,2025-07-01T00:00:00,2,1200,2400,North America
449899,4,102,2025-07-04T00:00:00,1,900,900,North America
449902,2,103,2025-07-02T00:00:00,1,200,200,North America
