customer_id,product_id,quantity,region,sale_date,sale_id,total_amount,unit_price
2,103,1,North America,2025-07-02T00:00:00,448657,200,200
5,105,2,Europe,2025-07-05T00:00:00,448660,700,350
2,103,1,North America,2025-07-02T00:00:00,448663,200,200
5,105,2,Europe,2025-07-05T00:00:00,448666,700,350
4,102,1,North America,2025-07-04T00:00:00,448669,900,900
2,103,1,North America,2025-07-02T00:00:00,448672,200,200
5,105,2,Europe,2025-07-05T00:00:00,448675,700,350
1,101,2,North America,2025-07-01T00:00:00,448679,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448682,900,900
2,103,1,North America,2025-07-02T00:00:00,448685,200,200
5,105,2,Europe,2025-07-05T00:00:00,448688,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448691,150,50
1,101,2,North America,2025-07-01T00:00:00,448694,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448697,900,900
4,102,1,North America,2025-07-04T00:00:00,448701,900,900
2,103,1,North America,2025-07-02T00:00:00,448704,200,200
5,105,2,Europe,2025-07-05T00:00:00,448707,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448710,150,50
1,101,2,North America,2025-07-01T00:00:00,448713,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448716,900,900
3,104,3,Latin America,2025-07-03T00:00:00,448720,150,50
1,101,2,North America,2025-07-01T00:00:00,448723,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448726,900,900
2,103,1,North America,2025-07-02T00:00:00,448729,200,200
5,105,2,Europe,2025-07-05T00:00:00,448732,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448735,150,50
2,103,1,North America,2025-07-02T00:00:00,448739,200,200
5,105,2,Europe,2025-07-05T00:00:00,448742,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448745,150,50
1,101,2,North America,2025-07-01T00:00:00,448748,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448751,900,900
2,103,1,North America,2025-07-02T00:00:00,448754,200,200
1,101,2,North America,2025-07-01T00:00:00,448758,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448761,900,900
2,103,1,North America,2025-07-02T00:00:00,448764,200,200
5,105,2,Europe,2025-07-05T00:00:00,448767,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448770,150,50
2,103,1,North America,2025-07-02T00:00:00,448774,200,200
5,105,2,Europe,2025-07-05T00:00:00,448777,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448780,150,50
1,101,2,North America,2025-07-01T00:00:00,448783,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448786,900,900
2,103,1,North America,2025-07-02T00:00:00,448789,200,200
5,105,2,Europe,2025-07-05T00:00:00,448792,700,350
4,102,1,North America,2025-07-04T00:00:00,448796,900,900
5,105,2,Europe,2025-07-05T00:00:00,448797,700,350
1,101,2,North America,2025-07-01T00:00:00,448798,2400,1200
2,103,1,North America,2025-07-02T00:00:00,448799,200,200
3,104,3,Latin America,2025-07-03T00:00:00,448800,150,50
4,102,1,North America,2025-07-04T00:00:00,448801,900,900
5,105,2,Europe,2025-07-05T00:00:00,448802,700,350
1,101,2,North America,2025-07-01T00:00:00,448803,2400,1200
2,103,1,North America,2025-07-02T00:00:00,448804,200,200
3,104,3,Latin America,2025-07-03T00:00:00,448805,150,50
4,102,1,North America,2025-07-04T00:00:00,448806,900,900
5,105,2,Europe,2025-07-05T00:00:00,448807,700,350
4,102,1,North America,2025-07-04T00:00:00,448810,900,900
2,103,1,North America,2025-07-02T00:00:00,448813,200,200
5,105,2,Europe,2025-07-05T00:00:00,448816,700,350
2,103,1,North America,2025-07-02T00:00:00,448819,200,200
5,105,2,Europe,2025-07-05T00:00:00,448822,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448825,150,50
2,103,1,North America,2025-07-02T00:00:00,448829,200,200
5,105,2,Europe,2025-07-05T00:00:00,448832,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448835,150,50
1,101,2,North America,2025-07-01T00:00:00,448838,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448841,900,900
3,104,3,Latin America,2025-07-03T00:00:00,448845,150,50
1,101,2,North America,2025-07-01T00:00:00,448848,2400,1200
5,105,2,Europe,2025-07-05T00:00:00,448851,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448854,150,50
1,101,2,North America,2025-07-01T00:00:00,448857,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448860,900,900
3,104,3,Latin America,2025-07-03T00:00:00,448864,150,50
1,101,2,North America,2025-07-01T00:00:00,448867,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448870,900,900
2,103,1,North America,2025-07-02T00:00:00,448873,200,200
5,105,2,Europe,2025-07-05T00:00:00,448876,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448879,150,50
2,103,1,North America,2025-07-02T00:00:00,448883,200,200
5,105,2,Europe,2025-07-05T00:00:00,448886,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448889,150,50
1,101,2,North America,2025-07-01T00:00:00,448892,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448895,900,900
2,103,1,North America,2025-07-02T00:00:00,448898,200,200
1,101,2,North America,2025-07-01T00:00:00,448902,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448905,900,900
2,103,1,North America,2025-07-02T00:00:00,448908,200,200
5,105,2,Europe,2025-07-05T00:00:00,448911,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448914,150,50
2,103,1,North America,2025-07-02T00:00:00,448918,200,200
5,105,2,Europe,2025-07-05T00:00:00,448921,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448924,150,50
1,101,2,North America,2025-07-01T00:00:00,448927,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448930,900,900
2,103,1,North America,2025-07-02T00:00:00,448933,200,200
5,105,2,Europe,2025-07-05T00:00:00,448936,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448939,150,50
2,103,1,North America,2025-07-02T00:00:00,448943,200,200
5,105,2,Europe,2025-07-05T00:00:00,448946,700,350
3,104,3,Latin America,2025-07-03T00:00:00,448949,150,50
1,101,2,North America,2025-07-01T00:00:00,448952,2400,1200
4,102,1,North America,2025-07-04T00:00:00,448955,900,900
3,104,3,Latin America,2025-07-03T00:00:00,448959,150,50
1,101,2,North America,2025-07-01T00:00:00,448962,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449128,900,900
5,105,2,Europe,2025-07-05T00:00:00,449129,700,350
1,101,2,North America,2025-07-01T00:00:00,449130,2400,1200
2,103,1,North America,2025-07-02T00:00:00,449131,200,200
3,104,3,Latin America,2025-07-03T00:00:00,449132,150,50
4,102,1,North America,2025-07-04T00:00:00,449133,900,900
5,105,2,Europe,2025-07-05T00:00:00,449134,700,350
1,101,2,North America,2025-07-01T00:00:00,449135,2400,1200
2,103,1,North America,2025-07-02T00:00:00,449136,200,200
3,104,3,Latin America,2025-07-03T00:00:00,449137,150,50
4,102,1,North America,2025-07-04T00:00:00,449138,900,900
4,102,1,North America,2025-07-04T00:00:00,449140,900,900
5,105,2,Europe,2025-07-05T00:00:00,449143,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449146,150,50
1,101,2,North America,2025-07-01T00:00:00,449149,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449152,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449156,150,50
1,101,2,North America,2025-07-01T00:00:00,449159,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449162,900,900
2,103,1,North America,2025-07-02T00:00:00,449165,200,200
5,105,2,Europe,2025-07-05T00:00:00,449168,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449171,150,50
2,103,1,North America,2025-07-02T00:00:00,449175,200,200
5,105,2,Europe,2025-07-05T00:00:00,449178,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449181,150,50
1,101,2,North America,2025-07-01T00:00:00,449184,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449187,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449191,150,50
1,101,2,North America,2025-07-01T00:00:00,449194,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449197,900,900
2,103,1,North America,2025-07-02T00:00:00,449200,200,200
5,105,2,Europe,2025-07-05T00:00:00,449203,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449206,150,50
2,103,1,North America,2025-07-02T00:00:00,449210,200,200
5,105,2,Europe,2025-07-05T00:00:00,449213,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449216,150,50
1,101,2,North America,2025-07-01T00:00:00,449219,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449222,900,900
2,103,1,North America,2025-07-02T00:00:00,449225,200,200
4,102,1,North America,2025-07-04T00:00:00,449228,900,900
1,101,2,North America,2025-07-01T00:00:00,449232,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449235,900,900
2,103,1,North America,2025-07-02T00:00:00,449238,200,200
5,105,2,Europe,2025-07-05T00:00:00,449241,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449244,150,50
2,103,1,North America,2025-07-02T00:00:00,449248,200,200
5,105,2,Europe,2025-07-05T00:00:00,449251,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449254,150,50
1,101,2,North America,2025-07-01T00:00:00,449257,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449260,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449264,150,50
1,101,2,North America,2025-07-01T00:00:00,449267,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449270,900,900
1,101,2,North America,2025-07-01T00:00:00,449273,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449276,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449279,150,50
2,103,1,North America,2025-07-02T00:00:00,449283,200,200
5,105,2,Europe,2025-07-05T00:00:00,449286,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449289,150,50
3,104,3,Latin America,2025-07-03T00:00:00,449292,150,50
4,102,1,North America,2025-07-04T00:00:00,449293,900,900
5,105,2,Europe,2025-07-05T00:00:00,449294,700,350
1,101,2,North America,2025-07-01T00:00:00,449295,2400,1200
2,103,1,North America,2025-07-02T00:00:00,449296,200,200
3,104,3,Latin America,2025-07-03T00:00:00,449297,150,50
4,102,1,North America,2025-07-04T00:00:00,449298,900,900
5,105,2,Europe,2025-07-05T00:00:00,449299,700,350
1,101,2,North America,2025-07-01T00:00:00,449300,2400,1200
2,103,1,North America,2025-07-02T00:00:00,449301,200,200
3,104,3,Latin America,2025-07-03T00:00:00,449302,150,50
4,102,1,North America,2025-07-04T00:00:00,449303,900,900
1,101,2,North America,2025-07-01T00:00:00,449305,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449308,900,900
1,101,2,North America,2025-07-01T00:00:00,449311,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449314,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449318,150,50
1,101,2,North America,2025-07-01T00:00:00,449321,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449324,900,900
2,103,1,North America,2025-07-02T00:00:00,449327,200,200
5,105,2,Europe,2025-07-05T00:00:00,449330,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449333,150,50
2,103,1,North America,2025-07-02T00:00:00,449337,200,200
5,105,2,Europe,2025-07-05T00:00:00,449340,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449343,150,50
1,101,2,North America,2025-07-01T00:00:00,449346,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449349,900,900
2,103,1,North America,2025-07-02T00:00:00,449352,200,200
1,101,2,North America,2025-07-01T00:00:00,449356,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449359,900,900
2,103,1,North America,2025-07-02T00:00:00,449362,200,200
5,105,2,Europe,2025-07-05T00:00:00,449365,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449368,150,50
4,102,1,North America,2025-07-04T00:00:00,449371,900,900
1,101,2,North America,2025-07-01T00:00:00,449375,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449378,900,900
2,103,1,North America,2025-07-02T00:00:00,449381,200,200
5,105,2,Europe,2025-07-05T00:00:00,449384,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449387,150,50
2,103,1,North America,2025-07-02T00:00:00,449391,200,200
5,105,2,Europe,2025-07-05T00:00:00,449394,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449397,150,50
1,101,2,North America,2025-07-01T00:00:00,449400,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449403,900,900
2,103,1,North America,2025-07-02T00:00:00,449406,200,200
5,105,2,Europe,2025-07-05T00:00:00,449409,700,350
4,102,1,North America,2025-07-04T00:00:00,449413,900,900
2,103,1,North America,2025-07-02T00:00:00,449416,200,200
5,105,2,Europe,2025-07-05T00:00:00,449419,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449422,150,50
1,101,2,North America,2025-07-01T00:00:00,449425,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449428,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449432,150,50
1,101,2,North America,2025-07-01T00:00:00,449435,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449438,900,900
2,103,1,North America,2025-07-02T00:00:00,449441,200,200
5,105,2,Europe,2025-07-05T00:00:00,449444,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449447,150,50
2,103,1,North America,2025-07-02T00:00:00,449451,200,200
5,105,2,Europe,2025-07-05T00:00:00,449454,700,350
2,103,1,North America,2025-07-02T00:00:00,449457,200,200
3,104,3,Latin America,2025-07-03T00:00:00,449458,150,50
4,102,1,North America,2025-07-04T00:00:00,449459,900,900
5,105,2,Europe,2025-07-05T00:00:00,449460,700,350
1,101,2,North America,2025-07-01T00:00:00,449461,2400,1200
5,105,2,Europe,2025-07-05T00:00:00,449462,700,350
1,101,2,North America,2025-07-01T00:00:00,449463,2400,1200
2,103,1,North America,2025-07-02T00:00:00,449464,200,200
3,104,3,Latin America,2025-07-03T00:00:00,449465,150,50
4,102,1,North America,2025-07-04T00:00:00,449466,900,900
5,105,2,Europe,2025-07-05T00:00:00,449467,700,350
1,101,2,North America,2025-07-01T00:00:00,449468,2400,1200
3,104,3,Latin America,2025-07-03T00:00:00,449470,150,50
1,101,2,North America,2025-07-01T00:00:00,449473,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449476,900,900
2,103,1,North America,2025-07-02T00:00:00,449479,200,200
1,101,2,North America,2025-07-01T00:00:00,449483,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449486,900,900
2,103,1,North America,2025-07-02T00:00:00,449489,200,200
5,105,2,Europe,2025-07-05T00:00:00,449492,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449495,150,50
2,103,1,North America,2025-07-02T00:00:00,449499,200,200
5,105,2,Europe,2025-07-05T00:00:00,449502,700,350
2,103,1,North America,2025-07-02T00:00:00,449505,200,200
5,105,2,Europe,2025-07-05T00:00:00,449508,700,350
4,102,1,North America,2025-07-04T00:00:00,449511,900,900
2,103,1,North America,2025-07-02T00:00:00,449514,200,200
5,105,2,Europe,2025-07-05T00:00:00,449517,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449520,150,50
3,104,3,Latin America,2025-07-03T00:00:00,449523,150,50
2,103,1,North America,2025-07-02T00:00:00,449527,200,200
5,105,2,Europe,2025-07-05T00:00:00,449530,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449533,150,50
1,101,2,North America,2025-07-01T00:00:00,449536,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449539,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449542,150,50
2,103,1,North America,2025-07-02T00:00:00,449546,200,200
5,105,2,Europe,2025-07-05T00:00:00,449549,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449552,150,50
1,101,2,North America,2025-07-01T00:00:00,449555,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449558,900,900
2,103,1,North America,2025-07-02T00:00:00,449561,200,200
5,105,2,Europe,2025-07-05T00:00:00,449564,700,350
4,102,1,North America,2025-07-04T00:00:00,449568,900,900
2,103,1,North America,2025-07-02T00:00:00,449571,200,200
5,105,2,Europe,2025-07-05T00:00:00,449574,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449577,150,50
1,101,2,North America,2025-07-01T00:00:00,449580,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449583,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449587,150,50
1,101,2,North America,2025-07-01T00:00:00,449590,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449593,900,900
2,103,1,North America,2025-07-02T00:00:00,449596,200,200
5,105,2,Europe,2025-07-05T00:00:00,449599,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449602,150,50
2,103,1,North America,2025-07-02T00:00:00,449606,200,200
5,105,2,Europe,2025-07-05T00:00:00,449609,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449612,150,50
1,101,2,North America,2025-07-01T00:00:00,449615,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449618,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449622,150,50
4,102,1,North America,2025-07-04T00:00:00,449623,900,900
5,105,2,Europe,2025-07-05T00:00:00,449624,700,350
1,101,2,North America,2025-07-01T00:00:00,449625,2400,1200
2,103,1,North America,2025-07-02T00:00:00,449626,200,200
3,104,3,Latin America,2025-07-03T00:00:00,449627,150,50
4,102,1,North America,2025-07-04T00:00:00,449628,900,900
5,105,2,Europe,2025-07-05T00:00:00,449629,700,350
1,101,2,North America,2025-07-01T00:00:00,449630,2400,1200
2,103,1,North America,2025-07-02T00:00:00,449631,200,200
3,104,3,Latin America,2025-07-03T00:00:00,449632,150,50
4,102,1,North America,2025-07-04T00:00:00,449633,900,900
2,103,1,North America,2025-07-02T00:00:00,449636,200,200
5,105,2,Europe,2025-07-05T00:00:00,449639,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449642,150,50
1,101,2,North America,2025-07-01T00:00:00,449645,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449648,900,900
4,102,1,North America,2025-07-04T00:00:00,449652,900,900
2,103,1,North America,2025-07-02T00:00:00,449655,200,200
5,105,2,Europe,2025-07-05T00:00:00,449658,700,350
2,103,1,North America,2025-07-02T00:00:00,449661,200,200
5,105,2,Europe,2025-07-05T00:00:00,449664,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449667,150,50
2,103,1,North America,2025-07-02T00:00:00,449671,200,200
5,105,2,Europe,2025-07-05T00:00:00,449674,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449677,150,50
1,101,2,North America,2025-07-01T00:00:00,449680,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449683,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449687,150,50
1,101,2,North America,2025-07-01T00:00:00,449690,2400,1200
5,105,2,Europe,2025-07-05T00:00:00,449693,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449696,150,50
1,101,2,North America,2025-07-01T00:00:00,449699,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449702,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449706,150,50
1,101,2,North America,2025-07-01T00:00:00,449709,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449712,900,900
2,103,1,North America,2025-07-02T00:00:00,449715,200,200
5,105,2,Europe,2025-07-05T00:00:00,449718,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449721,150,50
2,103,1,North America,2025-07-02T00:00:00,449725,200,200
5,105,2,Europe,2025-07-05T00:00:00,449728,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449731,150,50
1,101,2,North America,2025-07-01T00:00:00,449734,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449737,900,900
2,103,1,North America,2025-07-02T00:00:00,449740,200,200
1,101,2,North America,2025-07-01T00:00:00,449744,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449747,900,900
2,103,1,North America,2025-07-02T00:00:00,449750,200,200
5,105,2,Europe,2025-07-05T00:00:00,449753,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449756,150,50
2,103,1,North America,2025-07-02T00:00:00,449760,200,200
5,105,2,Europe,2025-07-05T00:00:00,449763,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449766,150,50
1,101,2,North America,2025-07-01T00:00:00,449769,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449772,900,900
2,103,1,North America,2025-07-02T00:00:00,449775,200,200
5,105,2,Europe,2025-07-05T00:00:00,449778,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449781,150,50
2,103,1,North America,2025-07-02T00:00:00,449785,200,200
5,105,2,Europe,2025-07-05T00:00:00,449788,700,350
1,101,2,North America,2025-07-01T00:00:00,449789,2400,1200
2,103,1,North America,2025-07-02T00:00:00,449790,200,200
3,104,3,Latin America,2025-07-03T00:00:00,449791,150,50
4,102,1,North America,2025-07-04T00:00:00,449792,900,900
5,105,2,Europe,2025-07-05T00:00:00,449793,700,350
1,101,2,North America,2025-07-01T00:00:00,449794,2400,1200
2,103,1,North America,2025-07-02T00:00:00,449795,200,200
3,104,3,Latin America,2025-07-03T00:00:00,449796,150,50
4,102,1,North America,2025-07-04T00:00:00,449797,900,900
5,105,2,Europe,2025-07-05T00:00:00,449798,700,350
1,101,2,North America,2025-07-01T00:00:00,449799,2400,1200
3,104,3,Latin America,2025-07-03T00:00:00,449801,150,50
1,101,2,North America,2025-07-01T00:00:00,449804,2400,1200
1,101,2,North America,2025-07-01T00:00:00,449807,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449810,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449814,150,50
4,102,1,North America,2025-07-04T00:00:00,449817,900,900
5,105,2,Europe,2025-07-05T00:00:00,449820,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449823,150,50
1,101,2,North America,2025-07-01T00:00:00,449826,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449829,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449833,150,50
1,101,2,North America,2025-07-01T00:00:00,449836,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449839,900,900
2,103,1,North America,2025-07-02T00:00:00,449842,200,200
5,105,2,Europe,2025-07-05T00:00:00,449845,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449848,150,50
2,103,1,North America,2025-07-02T00:00:00,449852,200,200
5,105,2,Europe,2025-07-05T00:00:00,449855,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449858,150,50
1,101,2,North America,2025-07-01T00:00:00,449861,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449864,900,900
3,104,3,Latin America,2025-07-03T00:00:00,449868,150,50
1,101,2,North America,2025-07-01T00:00:00,449871,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449874,900,900
2,103,1,North America,2025-07-02T00:00:00,449877,200,200
5,105,2,Europe,2025-07-05T00:00:00,449880,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449883,150,50
2,103,1,North America,2025-07-02T00:00:00,449887,200,200
5,105,2,Europe,2025-07-05T00:00:00,449890,700,350
3,104,3,Latin America,2025-07-03T00:00:00,449893,150,50
1,101,2,North America,2025-07-01T00:00:00,449896,2400,1200
4,102,1,North America,2025-07-04T00:00:00,449899,900,900
2,103,1,North America,2025-07-02T00:00:00,449902,200,200
